stnID,stnName,lowConf,highConf,projectDate,method,projectMethodID,projectMethod,quad_enso_fit,quad_enso_coef_pval,quad_enso_pval,quad_enso_pred,quad_enso_rmse,quad_fit,quad_coef_pval,quad_pval,quad_pred,quad_rmse,lin_enso_fit,lin_enso_coef_pval,lin_enso_pval,lin_enso_pred,lin_enso_rmse,lin_fit,lin_coef_pval,lin_pval,lin_pred,lin_rmse,no_t_quad_fit,no_t_quad_coef_pval,no_t_quad_pval,no_t_quad_pred,no_t_quad_rmse,no_t_lin_fit,no_t_lin_coef_pval,no_t_lin_pval,no_t_lin_pred,no_t_lin_rmse,avg19,stdev19,pred_2k
1890000.0,"WAKE ISLAND, US",3,18,06/20/2024,Lin,1,Linear,"{'Intercept': 5706.805566725181, 'np.power(x, 2)': 0.0015216291889620333, 'x': -5.893553433218638, 'z': 115.81184665671901, 'x:z': -0.05881229924404367, 'np.power(z, 2)': 0.25669030290727723}","{'Intercept': 0.495, 'np.power(x, 2)': 0.473, 'x': 0.484, 'z': 0.291, 'x:z': 0.286, 'np.power(z, 2)': 0.836}",0.008454822036084084,13.399330374328201,7.073398154510469,"{'Intercept': 5860.9586586273535, 'np.power(x, 2)': 0.001561249367914834, 'x': -6.049782144117997}","{'Intercept': 0.48, 'np.power(x, 2)': 0.458, 'x': 0.469}",0.0010820482275171134,11.97628954760603,7.184548925046045,"{'Intercept': -296.0331497820695, 'x': 0.15142435302570398, 'z': -1.1082582858599288}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.329}",0.0008834217659074155,11.003869884885376,7.163763534142634,"{'Intercept': -299.10267589212947, 'x': 0.15296170761223615}","{'Intercept': 0.0, 'x': 0.0}",0.00028020647388338893,10.491820315036477,7.2130821244289045,"{'Intercept': 4.46773008581676, 'np.power(z, 2)': 0.5995607267890775, 'z': -1.457750149658285}","{'Intercept': 0.0, 'np.power(z, 2)': 0.652, 'z': 0.265}",0.5322905619823464,5.3464953423431725,7.849739625944688,"{'Intercept': 4.81198029249674, 'z': -1.274561352261884}","{'Intercept': 0.0, 'z': 0.302}",0.3024300616905792,5.449260968627682,7.861256993989713,9.157894736842104,11.95018901707666,6.820739332342839
8413320.0,"BAR HARBOR, ME",10,17,06/20/2024,Quad,3,Quadratic,"{'Intercept': 15727.48969203146, 'np.power(x, 2)': 0.004056462197225107, 'x': -15.973816477971749, 'z': 18.557156119026644, 'x:z': -0.009063202419981237, 'np.power(z, 2)': -0.6148357428477883}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.703, 'x:z': 0.711, 'np.power(z, 2)': 0.274}",2.262185213388853e-10,13.830496530077653,3.15301163069543,"{'Intercept': 15837.607530994434, 'np.power(x, 2)': 0.004082994845030462, 'x': -16.082129884217224}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",2.849867418540368e-12,13.675335614279902,3.1980927491132887,"{'Intercept': -273.578556997441, 'x': 0.14002901621965796, 'z': 0.3156525942341763}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.583}",1.0288717680218164e-08,9.68234553402965,3.6012191930947974,"{'Intercept': -272.75814719162, 'x': 0.13962109670059952}","{'Intercept': 0.0, 'x': 0.0}",1.3380555084483106e-09,9.834952530393423,3.609168759355096,"{'Intercept': 4.711298027742087, 'np.power(z, 2)': -0.210831676028213, 'z': 0.237651365887784}","{'Intercept': 0.0, 'np.power(z, 2)': 0.793, 'z': 0.764}",0.9412491195012975,4.539764425791142,4.697116625914986,"{'Intercept': 4.591810629171116, 'z': 0.16940639116501655}","{'Intercept': 0.0, 'z': 0.82}",0.8196067238820417,4.507107433588607,4.699481545370273,10.157894736842104,5.101885902887467,5.32714268183372
8418150.0,"PORTLAND, ME",7,14,06/20/2024,Quad,3,Quadratic,"{'Intercept': 11877.154435032384, 'np.power(x, 2)': 0.0030573071042243314, 'x': -12.050648070859523, 'z': -26.55749379163092, 'x:z': 0.01370260139795275, 'np.power(z, 2)': -0.7676653068924548}","{'Intercept': 0.002, 'np.power(x, 2)': 0.002, 'x': 0.002, 'z': 0.585, 'x:z': 0.575, 'np.power(z, 2)': 0.169}",5.3591127196111785e-06,10.353445361968625,3.165305734909135,"{'Intercept': 11947.089857362062, 'np.power(x, 2)': 0.0030734230986572434, 'x': -12.118092421909312}","{'Intercept': 0.002, 'np.power(x, 2)': 0.002, 'x': 0.002}",3.125451154612114e-07,10.582099222508987,3.2328443619522025,"{'Intercept': -181.44265394936212, 'x': 0.09344124032639266, 'z': 0.4709547251450451}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.386}",3.097173721278141e-05,7.4469391086840915,3.449039891215465,"{'Intercept': -179.7955720103675, 'x': 0.09261754905590569}","{'Intercept': 0.0, 'x': 0.0}",7.152079363859124e-06,7.6623472787856315,3.4674865799025874,"{'Intercept': 4.419696532453022, 'np.power(z, 2)': -0.41798382927518934, 'z': 0.46737996871751675}","{'Intercept': 0.0, 'np.power(z, 2)': 0.534, 'z': 0.476}",0.7080058222806793,4.0815105907754665,3.972771505854521,"{'Intercept': 4.181340553892928, 'z': 0.34164647760201394}","{'Intercept': 0.0, 'z': 0.582}",0.5822524920697103,4.010517315091921,3.983701083247243,8.421052631578947,4.610565034951841,4.597408172410724
8443970.0,"Boston, MA",12,19,06/20/2024,Quad,3,Quadratic,"{'Intercept': 20741.70263738619, 'np.power(x, 2)': 0.005330524426004689, 'x': -21.02883414469585, 'z': -0.37109939423811333, 'x:z': 0.0005456753930358789, 'np.power(z, 2)': -0.6284988013314045}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.994, 'x:z': 0.984, 'np.power(z, 2)': 0.306}",1.1644597921108456e-10,15.716961005407939,3.4925627001167148,"{'Intercept': 20842.952923279518, 'np.power(x, 2)': 0.005354579525450843, 'x': -21.12776889001048}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",1.450711769485963e-12,15.790663951625902,3.5422536434808998,"{'Intercept': -286.6099358185167, 'x': 0.1469053374931772, 'z': 0.5316080798201063}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.415}",9.6709154981387e-08,10.46066322776386,4.1421108617188285,"{'Intercept': -284.7507293594976, 'x': 0.1459755646057021}","{'Intercept': 0.0, 'x': 0.0}",1.6523879294835682e-08,10.703813402443473,4.161688236624254,"{'Intercept': 5.308359744537512, 'np.power(z, 2)': -0.15111285455364695, 'z': 0.3737699542414881}","{'Intercept': 0.0, 'np.power(z, 2)': 0.863, 'z': 0.663}",0.9078746450029098,5.083696553778355,5.1931009479981,"{'Intercept': 5.2221873861890975, 'z': 0.3283137776511013}","{'Intercept': 0.0, 'z': 0.685}",0.6850146319720252,5.058030497363547,5.194195169605603,11.842105263157896,6.039344683864825,5.733245061928756
8447930.0,"Woods Hole, MA",3,7,06/20/2024,Quad,3,Quadratic,"{'Intercept': 7402.694020214961, 'np.power(x, 2)': 0.001896718797581752, 'x': -7.4937433377539975, 'z': -33.014474429238916, 'x:z': 0.01684096305526321, 'np.power(z, 2)': -0.05836205550267221}","{'Intercept': 0.014, 'np.power(x, 2)': 0.012, 'x': 0.013, 'z': 0.358, 'x:z': 0.35, 'np.power(z, 2)': 0.87}",0.0002738924640938674,4.859801611950388,1.8550527951110323,"{'Intercept': 7309.355251756476, 'np.power(x, 2)': 0.0018728230137189043, 'x': -7.399300261727526}","{'Intercept': 0.013, 'np.power(x, 2)': 0.012, 'x': 0.013}",3.9171883730958504e-05,5.333332268497543,1.9173426530790234,"{'Intercept': -114.18039764850398, 'x': 0.058364597490959666, 'z': 0.6280392386330802}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.072}",0.00018380739409912386,3.635528053881842,1.9691345751150005,"{'Intercept': -108.01035837608468, 'x': 0.05528323604010407}","{'Intercept': 0.0, 'x': 0.0}",0.00017652803607376798,3.88291136908596,2.025269401063997,"{'Intercept': 1.995105233307686, 'np.power(z, 2)': 0.17293524175644454, 'z': 0.3812455700986401}","{'Intercept': 0.0, 'np.power(z, 2)': 0.679, 'z': 0.369}",0.47940940454184466,1.8477162586974771,2.255162665838103,"{'Intercept': 2.0920315089666484, 'z': 0.44712192033371184}","{'Intercept': 0.0, 'z': 0.253}",0.25260828946749003,1.8684705487997924,2.258525256974373,3.9473684210526314,2.778362511554969,2.0467831770411067
8449130.0,"Nantucket Island, MA",4,7,06/20/2024,Quad,3,Quadratic,"{'Intercept': 8656.050127897597, 'np.power(x, 2)': 0.0022196960479069993, 'x': -8.76654541535296, 'z': -33.118965690072855, 'x:z': 0.0168906949907771, 'np.power(z, 2)': -0.16609597000155912}","{'Intercept': 0.017, 'np.power(x, 2)': 0.015, 'x': 0.016, 'z': 0.339, 'x:z': 0.331, 'np.power(z, 2)': 0.612}",1.9827815956429333e-06,5.140339895739089,1.7435046463697503,"{'Intercept': 8559.503347784677, 'np.power(x, 2)': 0.0021950232746072986, 'x': -8.668979301833229}","{'Intercept': 0.019, 'np.power(x, 2)': 0.017, 'x': 0.018}",1.5707213609824185e-07,5.568907071892681,1.8066372267690687,"{'Intercept': -163.92487571434847, 'x': 0.08306531024794807, 'z': 0.5078410383656448}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.11}",7.673342912896326e-07,3.945391708315583,1.8576190863697435,"{'Intercept': -162.95356117440218, 'x': 0.08257849402611929}","{'Intercept': 0.0, 'x': 0.0}",3.7534822726508146e-07,4.185310734463258,1.9000951345065205,"{'Intercept': 1.6668696552797364, 'np.power(z, 2)': -0.001592322225024611, 'z': 0.46975453875529943}","{'Intercept': 0.0, 'np.power(z, 2)': 0.997, 'z': 0.263}",0.49881040826624035,1.4315943053458304,2.34929881365542,"{'Intercept': 1.6658845486072176, 'z': 0.4692708356699671}","{'Intercept': 0.0, 'z': 0.236}",0.2361678126321481,1.4312491307722341,2.3492991097753917,3.8421052631578947,3.0779350562554626,1.6378425474140386
8452660.0,"Newport, RI",4,8,06/20/2024,Quad,3,Quadratic,"{'Intercept': 6527.939796250404, 'np.power(x, 2)': 0.0016797197669128244, 'x': -6.622218569552162, 'z': -3.9149561688601415, 'x:z': 0.0021797344206494424, 'np.power(z, 2)': 0.055588621109537856}","{'Intercept': 0.007, 'np.power(x, 2)': 0.007, 'x': 0.007, 'z': 0.899, 'x:z': 0.889, 'np.power(z, 2)': 0.875}",0.00014069833897338747,5.434579343508631,2.016940537934347,"{'Intercept': 6524.334713652449, 'np.power(x, 2)': 0.0016785531024893134, 'x': -6.618065856049348}","{'Intercept': 0.007, 'np.power(x, 2)': 0.006, 'x': 0.007}",7.5608072496950016e-06,5.689775391829244,2.0448755342716947,"{'Intercept': -100.31882462916464, 'x': 0.05159722064098414, 'z': 0.44117124286571213}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.19}",0.000138558526683455,3.8933643267543943,2.1303773106107875,"{'Intercept': -98.77590522028913, 'x': 0.0508256201406888}","{'Intercept': 0.0, 'x': 0.0}",5.84054724349343e-05,4.095149944465007,2.1564942370566422,"{'Intercept': 2.051210823868325, 'np.power(z, 2)': 0.2270640942320253, 'z': 0.30146562887894995}","{'Intercept': 0.0, 'np.power(z, 2)': 0.574, 'z': 0.446}",0.5261187605298114,1.9572440329868561,2.392606753482982,"{'Intercept': 2.180694503824047, 'z': 0.369768657070923}","{'Intercept': 0.0, 'z': 0.324}",0.3237535680300423,1.9958101752885853,2.397963667554995,4.473684210526316,3.0252349964301497,2.415411511005914
8454000.0,"Providence, RI",7,12,06/20/2024,Quad,3,Quadratic,"{'Intercept': 13474.037703400747, 'np.power(x, 2)': 0.0034466226451103617, 'x': -13.628548384967157, 'z': -28.14722327850843, 'x:z': 0.014484737165693647, 'np.power(z, 2)': -0.0013070125252752664}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.51, 'x:z': 0.5, 'np.power(z, 2)': 0.998}",1.369059295843713e-06,8.622112117285724,2.4635309843976345,"{'Intercept': 13548.580650043903, 'np.power(x, 2)': 0.0034648807313639235, 'x': -13.702342366960067}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",8.343558094729354e-08,9.186946284622536,2.530482042207255,"{'Intercept': -169.72309871415683, 'x': 0.08704720744930794, 'z': 0.7925856564961514}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.078}",1.1998574482385593e-05,6.064156334994351,2.7314914771715615,"{'Intercept': -164.46444249341556, 'x': 0.08441806313700057}","{'Intercept': 0.0, 'x': 0.0}",9.076807820776037e-06,6.397717295873576,2.7978320059787323,"{'Intercept': 3.323049906284627, 'np.power(z, 2)': 0.24398938953444868, 'z': 0.5222965167103011}","{'Intercept': 0.0, 'np.power(z, 2)': 0.659, 'z': 0.347}",0.46621859681367395,3.1228989953130886,3.2137117879311883,"{'Intercept': 3.4639957642075547, 'z': 0.6034533474526415}","{'Intercept': 0.0, 'z': 0.247}",0.2469428604591659,3.162269090481234,3.21856007741359,6.578947368421052,4.086777995678859,3.418841579463333
8461490.0,"New London, CT",4,7,06/20/2024,Quad,3,Quadratic,"{'Intercept': 6170.394004531381, 'np.power(x, 2)': 0.0015855778501689575, 'x': -6.255146611537792, 'z': -5.856161753289416, 'x:z': 0.0032492040164091834, 'np.power(z, 2)': -0.003891481620356176}","{'Intercept': 0.005, 'np.power(x, 2)': 0.004, 'x': 0.004, 'z': 0.831, 'x:z': 0.814, 'np.power(z, 2)': 0.99}",7.212451424615949e-05,5.056343454270063,1.7924827947643271,"{'Intercept': 6175.9123236992555, 'np.power(x, 2)': 0.0015864819397620185, 'x': -6.2597162194623515}","{'Intercept': 0.005, 'np.power(x, 2)': 0.004, 'x': 0.005}",1.3051362004707863e-05,5.390534369987108,1.8512115843286523,"{'Intercept': -86.04068328672172, 'x': 0.044441705946227456, 'z': 0.6090278917781375}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.045}",0.00010321213972222236,3.604815602553586,1.9059214692838524,"{'Intercept': -83.91071455016686, 'x': 0.043376527212143766}","{'Intercept': 0.0, 'x': 0.0}",0.00014719304732391293,3.8833765272121212,1.961096967982521,"{'Intercept': 2.1604829190716885, 'np.power(z, 2)': 0.14676941515137779, 'z': 0.5033778044587106}","{'Intercept': 0.0, 'np.power(z, 2)': 0.683, 'z': 0.154}",0.2433730082853009,1.9454863706301777,2.126207219812027,"{'Intercept': 2.2441784238278477, 'z': 0.5475274333760867}","{'Intercept': 0.0, 'z': 0.102}",0.10180929230643877,1.9704147071398044,2.1287271194527295,4.2631578947368425,2.3055995909273164,2.4076438226265964
8467150.0,"Bridgeport, CT",8,13,06/20/2024,Quad,3,Quadratic,"{'Intercept': 20364.606088910656, 'np.power(x, 2)': 0.005179925213481592, 'x': -20.540702690628194, 'z': -57.13030567382608, 'x:z': 0.02913122852475375, 'np.power(z, 2)': 0.05823232019074926}","{'Intercept': 0.001, 'np.power(x, 2)': 0.001, 'x': 0.001, 'z': 0.275, 'x:z': 0.267, 'np.power(z, 2)': 0.896}",4.8355250033935434e-08,9.280062072662986,2.286058876691669,"{'Intercept': 20348.795149128837, 'np.power(x, 2)': 0.005175531739588654, 'x': -20.52399831771355}","{'Intercept': 0.001, 'np.power(x, 2)': 0.001, 'x': 0.001}",1.4598008362465522e-08,10.181665713742404,2.461841070549889,"{'Intercept': -267.6705851579337, 'x': 0.13591490167087372, 'z': 0.9508019357366394}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.043}",3.557067052701999e-07,6.945774856046398,2.6177563004392774,"{'Intercept': -269.3018759018762, 'x': 0.1367243867243869}","{'Intercept': 0.0, 'x': 0.0}",3.7515428507080026e-07,7.428282828282875,2.723992014263048,"{'Intercept': 3.3967132963351125, 'np.power(z, 2)': 0.3470851770895894, 'z': 0.9011379631961381}","{'Intercept': 0.0, 'np.power(z, 2)': 0.576, 'z': 0.149}",0.21609815841238808,3.0329156090094407,3.3818278962796042,"{'Intercept': 3.6163184938718778, 'z': 0.9972412921703243}","{'Intercept': 0.0, 'z': 0.096}",0.09575928757045729,3.1176978477867157,3.3921165553989874,6.7368421052631575,3.8707177810260047,2.925472056358558
8510560.0,"Montauk, NY",4,8,06/20/2024,Quad,3,Quadratic,"{'Intercept': 5971.09772978143, 'np.power(x, 2)': 0.001539724897441905, 'x': -6.0637144200848105, 'z': -5.9038728515902354, 'x:z': 0.0032375886962099525, 'np.power(z, 2)': -0.08039538024206053}","{'Intercept': 0.006, 'np.power(x, 2)': 0.005, 'x': 0.006, 'z': 0.831, 'x:z': 0.816, 'np.power(z, 2)': 0.799}",1.0939393177405113e-05,5.39520281291243,1.805389768537302,"{'Intercept': 5984.769270639267, 'np.power(x, 2)': 0.0015426385289395881, 'x': -6.076403801060096}","{'Intercept': 0.006, 'np.power(x, 2)': 0.005, 'x': 0.006}",8.171630977455821e-07,5.663951622855166,1.8480444490559098,"{'Intercept': -103.85975095794497, 'x': 0.05339927335768537, 'z': 0.514698844010921}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.09}",9.439134166217313e-06,3.963028896004758,1.9128412980321567,"{'Intercept': -102.05968159940802, 'x': 0.05249907441688283}","{'Intercept': 0.0, 'x': 0.0}",6.313804608346666e-06,4.198445020362811,1.9522682067854487,"{'Intercept': 2.1603039582912915, 'np.power(z, 2)': 0.10398781849046183, 'z': 0.4095219757158062}","{'Intercept': 0.0, 'np.power(z, 2)': 0.782, 'z': 0.266}",0.4351437258219002,1.981539925056004,2.225178540903588,"{'Intercept': 2.219603185913576, 'z': 0.44080249552673656}","{'Intercept': 0.0, 'z': 0.206}",0.20615040639681742,1.9992019381502075,2.2263876265951894,4.368421052631579,2.521254676981052,2.5157842774297023
8516945.0,"Kings Point, NY",7,14,06/20/2024,Quad ENSO,4,Quadratic With ENSO Sensitivity,"{'Intercept': 13677.423190650567, 'np.power(x, 2)': 0.0035129124187988528, 'x': -13.86179329226313, 'z': -127.6846415792041, 'x:z': 0.06468160633106318, 'np.power(z, 2)': -0.09013273489758392}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.009, 'x:z': 0.009, 'np.power(z, 2)': 0.869}",1.3443367428174778e-07,10.428274062162018,3.126770533936481,"{'Intercept': 13474.710447397661, 'np.power(x, 2)': 0.003461518475938095, 'x': -13.657685100385196}","{'Intercept': 0.001, 'np.power(x, 2)': 0.001, 'x': 0.001}",2.3027080102347454e-07,11.929316302601364,3.368557958641516,"{'Intercept': -186.85887170661027, 'x': 0.09661104621962392, 'z': 0.9624123283663178}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.09}",1.698694972359386e-05,8.20067967772539,3.578921265751295,"{'Intercept': -183.49300259163394, 'x': 0.0949278045168462}","{'Intercept': 0.0, 'x': 0.0}",1.1708139208067705e-05,8.64087375046276,3.6525997776426933,"{'Intercept': 4.835234017492188, 'np.power(z, 2)': 0.3977348382221083, 'z': 0.709075155948218}","{'Intercept': 0.0, 'np.power(z, 2)': 0.568, 'z': 0.298}",0.3756662278560451,4.5801301490736055,4.120452532317425,"{'Intercept': 5.06204297499723, 'z': 0.8287175589441512}","{'Intercept': 0.0, 'z': 0.2}",0.20017033509474427,4.647684195525155,4.129996186123983,9.421052631578947,4.947679472615691,5.414150379650891
8518750.0,"The Battery, NY",10,16,06/20/2024,Quad ENSO,4,Quadratic With ENSO Sensitivity,"{'Intercept': 19042.439751109574, 'np.power(x, 2)': 0.004895034064227235, 'x': -19.308770358975696, 'z': -102.41184883108374, 'x:z': 0.051968324901324574, 'np.power(z, 2)': -0.4713920965204887}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.016, 'x:z': 0.015, 'np.power(z, 2)': 0.324}",2.9550043027785804e-14,12.863742829787952,2.7205976666863325,"{'Intercept': 18937.29645705961, 'np.power(x, 2)': 0.004867592899315271, 'x': -19.201471579723727}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",1.0525040990588628e-14,13.982228804143233,2.917902047377701,"{'Intercept': -271.7976454664507, 'x': 0.13892839560006556, 'z': 0.8309899483013083}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.131}",2.4582508267848247e-09,8.977932253931328,3.4728178903254783,"{'Intercept': -268.8914031840071, 'x': 0.13747500925583175}","{'Intercept': 0.0, 'x': 0.0}",8.585919601045256e-10,9.358015549796335,3.5295455721559894,"{'Intercept': 4.117989852035032, 'np.power(z, 2)': 0.1228215950069646, 'z': 0.6017886039177989}","{'Intercept': 0.0, 'np.power(z, 2)': 0.873, 'z': 0.425}",0.6628592344075968,3.8478009488278744,4.56484045642001,"{'Intercept': 4.1880290722531015, 'z': 0.638734501923899}","{'Intercept': 0.0, 'z': 0.37}",0.37036412075861613,3.868661821291152,4.565662812162794,10.0,5.153208277913436,4.724894873241283
8519483.0,"Bergen Point, NY",7,12,06/20/2024,Lin ENSO,2,Linear With ENSO Sensitivity,"{'Intercept': 10864.743055839574, 'np.power(x, 2)': 0.0028208851811452624, 'x': -11.072211181783043, 'z': -61.390952316809965, 'x:z': 0.031229512809512812, 'np.power(z, 2)': -0.00951819815080266}","{'Intercept': 0.37, 'np.power(x, 2)': 0.351, 'x': 0.361, 'z': 0.454, 'x:z': 0.446, 'np.power(z, 2)': 0.986}",3.3751337764054313e-06,9.64698539166784,2.487385146367314,"{'Intercept': 12964.812819080886, 'np.power(x, 2)': 0.003343130682898044, 'x': -13.16677716311268}","{'Intercept': 0.297, 'np.power(x, 2)': 0.282, 'x': 0.289}",4.786224115364853e-07,10.644761364555961,2.6659239316153305,"{'Intercept': -447.0520007801341, 'x': 0.2256483844482349, 'z': 1.1880110389065572}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.023}",6.375542889827814e-08,9.066323823640062,2.534900148259379,"{'Intercept': -433.95348837209656, 'x': 0.21911809121111622}","{'Intercept': 0.0, 'x': 0.0}",1.0378354623385303e-07,9.541528239202648,2.705338445247511,"{'Intercept': 4.541152290331898, 'np.power(z, 2)': 0.25616078603988374, 'z': 0.7821790607270586}","{'Intercept': 0.0, 'np.power(z, 2)': 0.747, 'z': 0.343}",0.4731610692215703,4.2141029564783405,3.764637401514052,"{'Intercept': 4.702336512030407, 'z': 0.8883666474361155}","{'Intercept': 0.0, 'z': 0.235}",0.2351829063981516,4.25815318831235,3.7695795889861863,7.894736842105263,3.446330364671405,4.282694050135888
8531680.0,"Sandy Hook, NJ",10,16,06/20/2024,Quad ENSO,4,Quadratic With ENSO Sensitivity,"{'Intercept': 18296.06059834193, 'np.power(x, 2)': 0.004708913809302516, 'x': -18.563288227376088, 'z': -95.39939083095499, 'x:z': 0.04847257896478307, 'np.power(z, 2)': -0.1958337047682007}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.029, 'x:z': 0.027, 'np.power(z, 2)': 0.689}",3.591501439717145e-14,12.98501046691672,2.7896541050245367,"{'Intercept': 18169.249859502594, 'np.power(x, 2)': 0.004676305721726583, 'x': -18.434734568739582}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",1.0719372177003924e-14,14.188880661477015,2.9839638828677124,"{'Intercept': -285.5760802401654, 'x': 0.14593080917303694, 'z': 0.9735638391979605}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.077}",4.254305781710973e-10,9.301095606462354,3.4638845784070846,"{'Intercept': -282.1712106627185, 'x': 0.14422806368011898}","{'Intercept': 0.0, 'x': 0.0}",2.1819617093446793e-10,9.746390225842276,3.5417118665209935,"{'Intercept': 4.085145972956974, 'np.power(z, 2)': 0.41203825057257837, 'z': 0.6476731289583659}","{'Intercept': 0.0, 'np.power(z, 2)': 0.6, 'z': 0.399}",0.4985459821796684,3.864318971120936,4.648299121614049,"{'Intercept': 4.320111475306005, 'z': 0.7716181337386981}","{'Intercept': 0.0, 'z': 0.289}",0.28930204469943965,3.934302408436656,4.657380085988931,10.368421052631579,5.00233863436548,5.003608929760958
8534720.0,"Atlantic City, NJ",10,16,06/20/2024,Quad ENSO,4,Quadratic With ENSO Sensitivity,"{'Intercept': 15399.132279584352, 'np.power(x, 2)': 0.003985821366146525, 'x': -15.668476664421991, 'z': -100.243467188205, 'x:z': 0.05104632042880537, 'np.power(z, 2)': -0.17978250964610945}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0, 'z': 0.042, 'x:z': 0.039, 'np.power(z, 2)': 0.744}",2.6478276423435045e-13,12.773571330048071,3.132279897505662,"{'Intercept': 15251.725282165686, 'np.power(x, 2)': 0.003947741995845025, 'x': -15.518676243718325}","{'Intercept': 0.0, 'np.power(x, 2)': 0.0, 'x': 0.0}",1.322958897423771e-13,14.149679250625923,3.3723300934526232,"{'Intercept': -329.7132213842022, 'x': 0.16806703209725096, 'z': 1.2541715801416538}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.031}",1.8336429824790282e-11,9.827365790562908,3.618484943628819,"{'Intercept': -324.2521807997988, 'x': 0.16533988732329855}","{'Intercept': 0.0, 'x': 0.0}",1.8506918953368638e-11,10.395751142557458,3.740944798672884,"{'Intercept': 3.8891556739613717, 'np.power(z, 2)': 0.5492376405270974, 'z': 0.7940833055380029}","{'Intercept': 0.0, 'np.power(z, 2)': 0.524, 'z': 0.35}",0.4004626684919407,3.629423431324145,5.084289860045327,"{'Intercept': 4.199907989271942, 'z': 0.9626867132593332}","{'Intercept': 0.0, 'z': 0.232}",0.23166398788162776,3.7185646326422757,5.099196027066282,10.210526315789474,5.9308885166129395,5.340778109135499
8536110.0,"Cape May, NJ",7,11,06/20/2024,Quad ENSO,4,Quadratic With ENSO Sensitivity,"{'Intercept': 17359.703469652915, 'np.power(x, 2)': 0.004439160301378804, 'x': -17.556886287146387, 'z': -95.85020106769015, 'x:z': 0.04853704100257879, 'np.power(z, 2)': 0.4783539233031326}","{'Intercept': 0.001, 'np.power(x, 2)': 0.001, 'x': 0.001, 'z': 0.049, 'x:z': 0.047, 'np.power(z, 2)': 0.277}",4.218630059274528e-10,8.848378769864212,2.3249630656295044,"{'Intercept': 17533.42846731005, 'np.power(x, 2)': 0.004482812544031768, 'x': -17.730919327669266}","{'Intercept': 0.002, 'np.power(x, 2)': 0.002, 'x': 0.002}",1.1504539600326403e-09,10.230028486937954,2.6158362730292612,"{'Intercept': -300.37352323346494, 'x': 0.15216644083284625, 'z': 1.1850984004624732}","{'Intercept': 0.0, 'x': 0.0, 'z': 0.013}",7.17813349378794e-09,7.01880381198464,2.704379842609106,"{'Intercept': -292.8955755241037, 'x': 0.14843133735950428}","{'Intercept': 0.0, 'x': 0.0}",1.894058172830349e-08,7.529451291532951,2.8612769818527863,"{'Intercept': 2.598215584257435, 'np.power(z, 2)': 0.8358928448972022, 'z': 0.7100153979258556}","{'Intercept': 0.0, 'np.power(z, 2)': 0.21, 'z': 0.285}",0.1456842580715456,2.452181096518808,3.6722270752162784,"{'Intercept': 3.1146055437100215, 'z': 0.9663417605848312}","{'Intercept': 0.0, 'z': 0.131}",0.13066511685301616,2.631434663417606,3.7256518191052566,6.894736842105263,4.306258195826489,2.8399880985853088
